crop_type,sensor_nitrogen,sensor_phosphorus,sensor_potassium,soil_pH,soil_moisture_percent,soil_electrical_conductivity_us_cm,soil_temperature_celsius,fertilizer_urea_kg_per_ha,fertilizer_dap_kg_per_ha,fertilizer_map_kg_per_ha,fertilizer_mop_kg_per_ha,fertilizer_sop_kg_per_ha,fertilizer_can_kg_per_ha,fertilizer_ssp_kg_per_ha,fertilizer_ammonium_sulfate_kg_per_ha
Rice,203.36,12.22,112.3,6.92,34.7,1577.05,27.69,50.0,45.36,23.2,30.0,10.0,31.17,150.0,30.88
Cotton,191.85,29.81,275.38,6.68,21.55,855.02,30.19,109.66,46.09,18.49,30.0,10.0,89.48,150.0,86.78
Barley,283.38,27.99,227.35,5.82,28.25,1911.64,14.04,50.0,20.0,10.86,30.0,10.0,20.0,82.8,20.0
Rice,169.61,40.97,290.03,6.92,10.0,269.02,23.35,152.65,39.32,13.28,30.0,10.0,100.0,150.0,100.0
Cotton,244.84,34.03,247.28,7.44,29.04,1405.63,21.89,50.0,24.46,10.16,30.0,10.0,43.97,109.02,50.32
Soybean,186.16,53.27,277.59,7.09,18.97,784.52,29.38,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Barley,182.4,36.87,399.0,6.68,39.9,180.8,20.76,71.04,20.0,10.0,30.0,10.0,66.45,64.0,66.18
Wheat,307.12,25.93,399.0,6.84,15.72,1338.87,17.4,50.0,22.81,10.78,30.0,10.0,21.84,124.92,26.73
Barley,184.11,50.98,184.16,6.17,10.68,1821.88,20.53,50.0,20.0,10.0,30.0,10.0,29.76,30.0,21.01
Soybean,213.36,10.0,107.23,6.64,20.17,1544.65,22.27,50.0,75.28,35.69,30.0,14.02,20.0,150.0,20.0
Sorghum,143.34,28.42,254.99,7.03,22.16,459.61,32.08,88.51,23.25,15.68,30.0,10.0,69.64,124.34,72.66
Groundnut,147.0,40.22,254.92,6.99,11.45,1212.08,22.04,50.0,47.18,24.8,34.23,11.73,20.0,150.0,20.0
Barley,293.97,33.06,150.81,7.42,23.37,1565.07,21.59,50.0,20.0,10.0,30.0,10.54,20.0,59.05,20.0
Soybean,282.81,45.94,142.7,5.93,25.09,1124.22,28.46,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Sorghum,193.73,61.31,137.28,7.15,26.69,761.81,34.19,50.0,20.0,10.0,30.0,10.0,41.73,30.0,23.52
Barley,118.53,33.55,269.98,5.89,11.68,708.78,17.66,135.56,25.09,10.0,30.0,10.0,100.0,125.02,100.0
Wheat,127.67,55.52,276.53,7.01,39.9,469.63,23.22,200.0,20.0,10.0,30.0,10.0,100.0,30.0,100.0
Barley,152.94,38.96,387.28,7.44,29.08,839.58,23.65,79.88,20.0,10.0,30.0,10.0,77.34,30.0,73.67
Groundnut,295.5,22.18,289.48,7.35,33.15,316.76,34.7,50.0,100.0,50.0,30.0,11.09,20.0,150.0,20.0
Maize,283.23,23.66,171.28,6.96,16.41,1492.84,27.04,91.63,68.3,30.17,30.0,10.0,73.88,150.0,81.79
Sorghum,314.97,21.87,399.0,6.06,39.9,906.07,29.55,50.0,33.95,14.92,30.0,10.0,20.0,150.0,20.0
Soybean,344.8,35.05,146.58,6.89,19.03,248.66,24.36,50.0,38.66,13.47,30.0,10.0,20.0,150.0,20.0
Rice,347.63,24.97,386.0,6.67,15.72,167.75,32.1,50.0,81.55,34.96,30.0,10.0,20.0,150.0,20.0
Maize,220.49,38.86,106.23,5.86,13.2,1050.07,32.74,200.0,61.0,25.84,82.38,35.96,100.0,150.0,100.0
Maize,102.98,36.18,399.0,7.67,29.75,1123.25,21.35,170.99,31.09,11.86,30.0,10.0,100.0,150.0,100.0
Sorghum,329.35,62.3,123.27,7.25,30.88,1149.4,29.45,50.0,20.0,10.0,30.0,13.93,20.0,30.0,20.0
Sorghum,202.83,11.57,114.93,6.94,28.48,406.67,33.67,50.0,100.0,45.19,31.39,11.74,53.41,150.0,30.99
Barley,123.33,12.21,121.14,6.76,20.45,1396.36,22.04,91.77,61.97,23.35,30.0,10.0,72.94,150.0,74.39
Sorghum,121.74,40.92,178.33,6.23,27.91,823.22,26.56,106.83,20.0,10.0,30.0,10.0,85.61,30.0,59.89
Groundnut,128.7,36.87,153.38,6.4,10.0,342.26,30.99,50.0,80.57,33.07,100.0,50.0,20.0,150.0,20.0
Wheat,135.77,11.16,145.22,6.03,14.31,338.25,24.24,200.0,100.0,50.0,31.45,17.27,100.0,150.0,100.0
Soybean,187.08,38.21,388.21,6.93,33.85,861.09,21.36,50.0,22.83,10.0,30.0,10.0,20.0,117.45,20.0
Cotton,254.02,50.56,399.0,7.48,37.35,1548.34,27.89,50.0,20.0,10.0,30.0,10.0,28.66,30.0,28.5
Rice,99.02,70.0,399.0,6.63,26.27,1430.09,32.57,85.61,20.0,10.0,30.0,10.0,72.13,30.0,71.02
Sorghum,146.97,12.15,199.09,6.56,14.79,1787.65,34.12,50.0,38.56,15.74,30.0,10.0,37.7,150.0,41.26
Barley,228.71,30.48,109.92,6.76,19.18,1331.53,15.75,50.0,20.0,13.27,30.0,11.55,20.64,113.68,20.38
Rice,198.25,47.39,195.13,6.26,34.57,1608.46,25.32,50.0,20.0,10.0,30.0,10.0,30.6,30.0,29.86
Wheat,349.0,45.76,399.0,7.38,30.05,235.71,18.49,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Cotton,81.0,10.0,137.03,5.91,26.54,1747.58,33.42,136.43,64.56,21.62,38.56,16.48,100.0,150.0,100.0
Groundnut,349.0,64.33,302.81,5.93,11.64,1803.58,28.58,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Soybean,81.0,17.84,160.98,6.99,16.95,263.15,25.58,158.74,100.0,50.0,30.0,11.63,100.0,150.0,100.0
Wheat,263.76,50.69,284.2,7.29,19.21,1814.31,17.37,50.0,20.0,10.0,30.0,10.0,37.38,30.0,36.46
Rice,107.37,11.07,139.89,7.17,39.9,111.8,29.66,153.36,99.13,48.33,30.0,10.65,100.0,150.0,100.0
Sorghum,283.35,62.42,283.35,7.48,21.18,274.7,25.9,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Maize,211.8,37.55,209.5,6.72,18.22,833.53,22.99,200.0,48.99,23.24,30.0,10.0,100.0,150.0,100.0
Barley,139.95,69.74,331.64,6.22,10.82,1424.14,18.03,79.62,20.0,10.0,30.0,10.0,66.0,30.0,57.23
Wheat,246.89,59.91,399.0,6.51,34.94,232.15,22.26,90.81,20.0,10.0,30.0,10.0,89.16,30.0,76.28
Rice,127.52,50.15,126.29,6.79,13.57,495.21,29.13,200.0,20.0,10.0,30.0,12.69,100.0,30.0,100.0
Maize,85.75,54.56,150.52,6.97,39.68,1529.96,30.99,193.9,20.0,10.0,30.0,13.96,100.0,30.0,100.0
Rice,260.11,40.85,381.2,6.44,32.36,865.69,24.11,50.0,20.0,10.0,30.0,10.0,28.84,85.68,20.0
Sorghum,119.68,69.75,320.06,6.59,26.0,1707.82,33.42,50.0,20.0,10.0,30.0,10.0,45.27,30.0,37.46
Groundnut,291.45,34.76,378.74,5.92,22.27,547.12,30.4,50.0,46.16,22.2,30.0,10.0,20.0,150.0,20.0
Barley,230.79,32.44,177.92,5.51,19.57,999.08,27.09,50.0,30.42,13.01,30.0,10.0,37.09,150.0,35.92
Cotton,274.67,45.96,169.64,7.18,12.61,1982.44,26.83,50.0,20.0,10.0,30.0,13.27,20.0,30.0,20.0
Rice,284.29,65.68,247.44,7.22,25.57,728.29,25.99,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Maize,81.0,10.87,144.17,6.12,25.13,965.87,25.57,200.0,100.0,47.36,35.36,15.45,100.0,150.0,100.0
Sorghum,171.23,18.59,352.48,7.9,14.7,1439.15,26.44,50.0,24.62,18.77,30.0,10.0,29.12,118.67,36.2
Maize,179.91,15.01,374.86,6.91,39.9,1884.54,28.44,78.56,46.82,21.86,30.0,10.0,74.13,150.0,71.96
Rice,93.35,22.07,187.6,6.81,27.44,214.63,22.95,200.0,93.94,38.58,30.0,10.0,100.0,150.0,100.0
Soybean,139.94,17.42,100.0,5.73,10.0,920.04,24.48,50.0,100.0,50.0,59.39,24.55,53.09,150.0,48.45
Sorghum,114.74,70.0,399.0,7.21,37.17,252.1,26.51,146.47,20.0,10.0,30.0,10.0,100.0,30.0,100.0
Barley,346.9,52.48,228.86,6.68,32.69,1919.41,20.56,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Maize,117.91,24.47,172.36,7.36,13.46,1095.29,19.46,200.0,100.0,46.47,34.39,17.0,100.0,150.0,100.0
Barley,334.73,26.8,394.3,6.5,13.39,779.63,18.15,50.0,36.06,16.04,30.0,10.0,20.0,150.0,20.0
Wheat,190.75,59.47,327.58,6.03,15.88,1133.07,19.82,114.99,20.0,10.0,30.0,10.0,100.0,30.0,91.99
Wheat,94.32,15.17,100.0,6.31,11.3,1302.52,24.22,200.0,61.33,26.76,45.31,20.02,100.0,150.0,100.0
Rice,86.78,13.84,120.01,5.83,11.51,682.16,29.66,200.0,100.0,50.0,30.0,10.0,100.0,150.0,100.0
Wheat,300.28,40.01,308.46,5.93,28.39,1682.18,21.54,50.0,20.0,10.0,30.0,10.0,28.3,30.0,20.0
Maize,164.59,52.21,272.92,5.9,21.47,1412.95,26.65,181.77,20.0,10.0,30.0,10.0,100.0,61.63,100.0
Maize,184.67,18.99,327.39,6.77,19.44,776.32,21.51,200.0,98.12,46.4,30.0,10.0,100.0,150.0,100.0
Wheat,81.0,48.92,182.81,6.27,13.84,356.53,25.27,200.0,20.0,10.0,30.0,10.0,100.0,30.0,100.0
Soybean,180.37,53.38,170.83,5.54,15.94,1895.03,23.59,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Maize,113.63,17.95,216.57,6.62,14.66,1553.52,28.9,200.0,78.9,40.08,30.0,10.0,100.0,150.0,100.0
Barley,196.32,48.7,240.31,7.19,30.33,1218.83,16.21,50.0,20.0,10.0,30.0,10.0,41.63,30.0,37.64
Cotton,253.92,40.44,290.24,7.31,13.48,328.5,26.99,94.84,20.0,10.0,30.0,10.0,76.96,57.28,67.38
Groundnut,107.45,13.89,180.96,6.76,10.0,1769.63,25.44,50.0,72.33,32.67,41.84,23.28,20.0,150.0,20.0
Wheat,126.0,28.15,294.69,6.66,21.94,1954.9,24.83,80.83,20.0,10.0,30.0,10.0,61.75,60.75,57.98
Wheat,136.17,48.65,399.0,6.5,39.9,207.03,19.47,200.0,20.0,10.0,30.0,10.0,100.0,30.0,100.0
Cotton,248.29,23.72,339.34,7.78,38.83,856.64,27.11,63.73,48.28,20.67,30.0,10.0,59.69,150.0,55.5
Soybean,279.04,21.02,283.37,6.11,25.93,748.67,19.76,50.0,59.24,29.82,30.0,10.0,20.0,150.0,20.0
Groundnut,216.45,38.57,195.01,7.49,19.32,267.71,33.72,50.0,69.96,34.91,80.67,39.28,20.0,150.0,20.0
Rice,302.1,27.0,313.74,7.21,19.12,1421.56,27.37,50.0,38.92,17.07,30.0,10.0,20.0,150.0,20.0
Cotton,349.0,70.0,399.0,5.98,39.9,1258.12,24.23,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Wheat,197.44,69.88,308.7,7.41,14.7,434.69,18.69,175.09,20.0,10.0,30.0,10.0,100.0,30.0,100.0
Barley,167.32,51.81,301.41,7.32,15.57,1089.65,18.26,68.79,20.0,10.0,30.0,10.0,63.98,30.0,53.87
Cotton,93.58,35.57,133.41,6.77,16.18,943.25,30.71,200.0,33.88,11.16,74.38,33.97,100.0,150.0,100.0
Wheat,158.65,10.89,108.54,7.4,29.61,877.5,28.65,200.0,91.46,33.79,36.56,21.44,100.0,150.0,100.0
Sorghum,237.08,45.26,296.11,6.34,23.37,240.29,35.0,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Groundnut,349.0,31.2,315.99,6.55,29.03,348.06,26.46,50.0,58.09,26.96,30.0,10.0,20.0,150.0,20.0
Groundnut,309.18,19.23,172.47,6.6,39.9,776.49,30.0,50.0,93.55,39.45,65.59,27.69,20.0,150.0,20.0
Barley,273.85,40.94,177.62,7.5,12.42,340.13,22.0,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Groundnut,259.57,54.14,362.84,7.46,26.37,809.25,25.86,50.0,20.0,10.0,30.0,10.0,20.0,50.99,20.0
Wheat,263.8,48.75,146.89,7.31,22.06,826.54,16.85,85.02,20.0,10.0,30.0,11.53,68.33,30.0,66.6
Soybean,190.08,45.23,133.09,7.12,19.55,352.39,24.17,50.0,20.0,10.0,30.07,14.76,20.0,74.17,20.0
Wheat,349.0,16.08,368.28,7.96,33.11,1386.79,24.28,50.0,43.72,14.5,30.0,10.0,20.0,150.0,20.0
Sorghum,256.44,43.91,132.24,5.9,19.18,786.95,31.74,50.0,20.0,10.0,30.0,11.13,20.0,30.0,20.0
Rice,105.04,52.25,378.74,5.92,30.48,1314.41,21.75,93.98,20.0,10.0,30.0,10.0,83.61,30.0,81.8
Rice,229.95,33.79,159.41,7.39,25.38,1977.18,22.26,50.0,20.0,10.33,30.0,10.0,20.0,77.62,20.0
Soybean,102.58,64.89,357.75,6.31,21.99,1905.34,28.09,50.0,20.0,10.0,30.0,10.0,22.93,30.0,26.38
Groundnut,109.34,22.14,199.85,7.17,11.69,1007.29,29.06,50.0,72.24,31.56,36.83,18.67,20.0,150.0,20.0
Groundnut,267.32,21.04,163.81,5.95,18.84,1667.36,31.36,50.0,49.41,19.38,35.08,11.09,20.0,150.0,20.0
Groundnut,349.0,26.0,344.22,6.69,39.9,1414.97,27.57,50.0,46.46,19.87,30.0,10.0,20.0,150.0,20.0
Barley,126.63,12.29,140.21,6.71,10.0,623.65,18.73,163.98,100.0,48.04,30.0,12.04,100.0,150.0,100.0
Barley,349.0,67.53,239.23,6.43,39.9,1485.36,24.25,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Wheat,224.95,45.56,284.99,7.24,26.68,1779.75,23.14,50.0,20.0,10.0,30.0,10.0,41.35,30.0,31.36
Sorghum,126.93,26.75,226.38,7.34,16.37,1387.17,33.26,74.51,20.0,11.51,30.0,10.0,66.23,104.71,53.61
Rice,268.58,61.64,387.64,6.2,22.53,607.06,28.54,50.0,20.0,10.0,30.0,10.0,22.95,30.0,22.09
Groundnut,302.61,21.66,345.53,6.27,16.39,716.58,25.38,50.0,88.93,38.22,30.0,10.0,20.0,150.0,20.0
Maize,224.37,24.75,121.59,6.46,21.48,771.3,23.58,200.0,100.0,43.91,66.49,26.6,100.0,150.0,100.0
Cotton,291.61,27.06,399.0,5.95,29.05,1170.84,29.76,50.0,38.53,13.24,30.0,10.0,24.78,150.0,28.98
Maize,113.44,39.78,257.69,6.14,17.41,982.29,28.39,200.0,53.05,24.16,30.0,10.0,100.0,150.0,100.0
Cotton,304.39,67.8,231.66,5.82,36.44,1031.89,26.87,50.0,20.0,10.0,30.0,10.0,23.61,30.0,23.53
Soybean,189.61,49.86,164.02,6.12,19.15,140.3,20.74,50.0,20.0,10.0,30.0,11.36,20.0,30.0,20.0
Cotton,176.37,17.27,120.05,7.15,22.38,1062.4,25.06,134.73,60.13,28.42,66.39,29.75,96.65,150.0,87.38
Barley,229.62,39.79,174.14,6.87,18.29,861.48,18.89,50.0,20.0,10.0,30.0,10.0,28.54,33.64,28.08
Groundnut,340.38,22.67,394.25,7.01,33.33,1068.94,22.8,50.0,79.89,34.39,30.0,10.0,20.0,150.0,20.0
Maize,239.25,28.47,399.0,7.07,39.9,1602.3,23.96,83.31,32.32,16.94,30.0,10.0,63.08,150.0,50.35
Wheat,336.35,26.55,258.9,6.49,39.9,1539.82,19.33,50.0,20.0,10.0,30.0,10.0,20.0,106.13,20.0
Maize,306.66,33.03,128.3,7.29,39.66,1275.27,28.07,77.14,43.29,21.13,34.88,15.57,69.43,150.0,55.91
Sorghum,191.04,50.38,399.0,6.29,12.79,487.94,29.39,50.0,20.0,10.0,30.0,10.0,32.71,30.0,37.09
Sorghum,335.82,31.28,342.48,6.79,16.82,1877.08,30.47,50.0,20.0,10.0,30.0,10.0,20.0,41.34,20.0
Soybean,114.92,18.89,253.67,7.75,28.28,1056.79,22.29,50.49,54.26,26.54,30.0,10.0,35.08,150.0,33.45
Soybean,215.21,62.48,255.72,6.12,39.9,809.25,28.87,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Barley,225.96,45.26,194.55,6.48,25.64,1036.85,18.5,50.0,20.0,10.0,30.0,10.0,33.02,30.0,39.7
Maize,349.0,67.27,133.18,6.01,32.0,1897.5,20.77,50.0,20.0,10.0,30.0,10.0,25.64,30.0,20.0
Maize,240.28,13.59,231.43,6.44,12.89,1212.46,23.11,134.16,99.1,40.07,30.0,10.0,100.0,150.0,100.0
Rice,205.44,45.1,133.45,6.73,18.83,1943.89,29.53,50.0,20.0,10.0,30.0,10.0,31.93,30.0,29.46
Barley,183.81,31.91,151.02,7.36,10.0,332.0,24.57,114.96,32.96,15.13,30.0,10.0,91.83,150.0,81.69
Sorghum,225.48,10.0,105.67,6.71,16.35,554.84,35.0,50.0,100.0,46.58,31.64,16.47,24.29,150.0,23.2
Sorghum,259.71,54.16,399.0,6.46,27.63,1428.25,30.92,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Barley,255.57,24.72,264.05,7.18,35.3,1532.28,22.71,50.0,34.86,12.79,30.0,10.0,20.0,139.34,20.0
Cotton,258.72,44.48,132.87,5.91,23.94,516.03,30.89,89.22,20.0,10.0,85.7,38.85,73.43,30.0,76.99
Groundnut,109.95,15.3,238.14,6.35,10.2,507.2,29.25,50.0,100.0,50.0,55.24,21.17,24.38,150.0,20.0
Soybean,103.69,32.92,140.25,6.61,33.92,1413.65,28.01,50.0,25.65,10.58,30.0,12.31,37.71,126.76,35.1
Maize,318.99,19.96,175.28,7.87,25.61,1854.98,24.63,50.0,30.42,10.0,30.0,10.0,22.64,150.0,27.33
Cotton,160.08,22.84,342.15,7.24,22.73,1146.25,29.07,95.73,35.96,19.75,30.0,10.0,88.76,150.0,73.04
Rice,238.72,65.29,399.0,7.1,39.9,1717.35,29.47,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Groundnut,349.0,49.15,399.0,7.44,36.48,269.42,32.52,50.0,38.84,10.0,30.0,10.0,20.0,127.56,20.0
Rice,103.2,11.61,208.8,7.16,10.11,1438.36,29.55,118.44,76.37,33.43,30.0,10.0,100.0,150.0,88.92
Maize,241.03,70.0,280.41,7.02,39.9,725.99,24.32,134.38,20.0,10.0,30.0,10.0,100.0,30.0,100.0
Barley,179.83,18.58,325.75,7.24,29.57,1917.4,17.82,50.0,21.43,10.0,30.0,10.0,28.54,112.04,20.0
Soybean,245.76,22.15,133.09,7.26,20.45,138.16,29.07,50.0,100.0,42.35,46.42,20.31,20.0,150.0,20.0
Sorghum,101.26,20.91,212.15,6.96,12.43,1142.62,25.57,105.68,40.46,22.22,30.0,10.0,94.55,150.0,85.4
Groundnut,349.0,50.21,399.0,7.93,39.9,1351.76,28.4,50.0,20.0,10.0,30.0,10.0,20.0,76.77,20.0
Rice,81.0,47.45,186.2,5.82,16.82,1198.19,27.17,198.71,20.0,10.0,30.0,10.0,100.0,45.43,100.0
Barley,124.04,53.22,230.66,6.13,21.87,1961.95,27.43,61.39,20.0,10.0,30.0,10.0,59.15,30.0,48.2
Rice,349.0,36.2,193.27,6.71,34.67,1301.2,33.86,50.0,22.32,10.0,30.0,10.0,20.0,95.71,20.0
Groundnut,314.56,44.66,318.61,6.84,18.15,1369.03,30.56,50.0,31.51,10.0,30.0,10.0,20.0,102.43,20.0
Wheat,201.18,53.16,202.29,7.04,12.61,1870.92,17.86,54.31,20.0,10.0,30.0,10.0,57.51,30.0,50.53
Cotton,325.2,65.12,399.0,7.47,22.51,1450.87,28.05,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Sorghum,83.97,19.83,183.08,6.2,20.9,732.63,31.01,135.86,52.1,15.14,30.0,10.0,100.0,150.0,100.0
Barley,293.19,19.38,399.0,5.81,36.22,418.53,20.18,50.0,62.98,27.15,30.0,10.0,20.0,150.0,20.0
Soybean,115.18,58.34,100.0,6.03,31.43,1961.74,29.57,50.0,20.0,10.0,30.2,11.91,25.85,30.0,29.09
Rice,130.49,40.47,218.47,5.69,23.08,1844.73,29.95,88.61,20.0,10.0,30.0,10.0,74.46,71.26,61.01
Cotton,285.59,38.84,396.09,7.35,10.0,606.22,22.5,56.43,20.0,10.0,30.0,10.0,49.78,112.97,47.62
Sorghum,81.0,37.72,104.59,6.74,10.0,1909.77,25.47,69.66,20.0,10.0,30.0,10.0,70.17,30.0,56.96
Barley,217.59,46.4,264.14,6.51,32.43,196.18,24.92,76.31,20.0,10.0,30.0,10.0,70.31,30.0,55.22
Cotton,349.0,70.0,399.0,6.65,39.9,527.66,25.97,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Sorghum,245.54,44.23,248.88,6.75,36.68,627.24,31.25,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Rice,105.22,28.4,154.18,7.48,19.38,1095.42,28.79,157.71,60.81,20.48,30.0,10.0,100.0,150.0,100.0
Cotton,148.53,69.38,296.73,5.96,30.24,1243.13,28.08,108.45,20.0,10.0,30.0,10.0,89.73,30.0,80.06
Groundnut,86.31,15.99,102.93,6.78,16.98,109.49,26.51,50.0,100.0,50.0,100.0,50.0,40.71,150.0,36.0
Wheat,349.0,37.04,150.06,7.45,39.9,1723.05,22.12,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Maize,162.56,27.46,122.21,5.97,19.26,1561.36,25.23,172.73,46.81,27.7,38.35,15.6,100.0,150.0,100.0
Soybean,231.75,60.33,351.68,7.03,34.72,1221.39,20.08,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Barley,174.46,62.36,314.53,6.36,10.0,1214.8,26.04,84.79,20.0,10.0,30.0,10.0,76.69,30.0,53.79
Rice,349.0,34.88,162.4,6.41,19.13,677.69,33.78,50.0,32.27,17.28,30.0,10.0,20.0,150.0,20.0
Soybean,349.0,67.48,154.9,6.93,39.9,549.65,32.96,50.0,20.0,10.0,30.0,11.82,20.0,30.0,20.0
Rice,349.0,61.36,198.32,6.65,23.49,1934.4,30.99,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Groundnut,236.49,63.54,135.36,6.72,30.55,1225.68,31.78,50.0,20.0,10.0,50.68,24.76,20.0,30.0,20.0
Groundnut,344.35,40.0,331.26,6.92,16.24,313.91,23.21,50.0,58.68,24.27,30.0,10.0,20.0,150.0,20.0
Wheat,276.5,11.12,360.08,7.1,31.69,1288.72,16.93,53.43,53.61,19.33,30.0,10.0,42.12,150.0,40.56
Sorghum,123.78,21.02,273.44,5.92,18.65,1316.26,24.14,88.74,39.55,14.47,30.0,10.0,76.07,150.0,72.94
Rice,268.22,33.21,399.0,7.43,17.67,1766.16,21.34,50.0,33.21,12.16,30.0,10.0,20.0,111.44,20.0
Wheat,169.34,60.78,399.0,7.49,16.68,263.17,17.36,160.03,20.0,12.3,30.0,10.0,100.0,30.0,100.0
Barley,312.65,32.05,222.92,6.77,19.3,847.65,24.05,50.0,20.87,10.0,30.0,10.0,20.0,116.84,20.0
Sorghum,281.72,21.03,176.81,7.29,14.2,655.72,34.27,50.0,36.34,14.87,30.0,10.0,20.0,150.0,20.0
Soybean,339.17,56.5,260.5,6.91,22.11,471.86,25.01,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Sorghum,117.38,25.25,146.28,7.07,14.65,389.27,25.7,132.4,28.51,13.43,30.0,10.0,100.0,150.0,95.39
Cotton,349.0,58.01,261.19,6.61,23.13,450.81,29.86,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Rice,152.55,14.72,113.47,6.7,10.0,1790.68,28.21,77.69,52.05,20.39,30.0,10.41,65.22,150.0,52.56
Maize,81.82,33.44,100.0,7.11,23.14,1931.24,24.22,132.81,31.73,12.86,30.0,17.94,100.0,138.72,92.31
Sorghum,330.84,38.21,399.0,7.47,39.9,1212.95,33.65,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Rice,341.78,55.53,248.36,7.19,16.72,1850.3,32.68,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Sorghum,109.46,21.17,222.51,6.76,23.68,888.1,35.0,132.73,47.4,16.83,30.0,10.0,100.0,150.0,100.0
Wheat,253.79,16.9,291.86,6.69,23.01,1946.98,21.32,50.0,22.88,10.0,30.0,10.0,32.71,122.37,28.01
Wheat,218.12,26.51,246.08,5.98,39.9,1455.1,27.56,87.68,30.87,10.0,30.0,10.0,87.23,150.0,73.94
Sorghum,185.89,15.81,174.1,7.27,38.93,550.48,32.95,57.99,69.43,30.18,30.0,10.0,45.8,150.0,38.45
Sorghum,239.22,16.29,230.39,6.5,26.95,1924.7,27.62,50.0,20.0,10.0,30.0,10.0,20.0,88.38,20.0
Sorghum,349.0,14.41,234.11,6.93,39.9,1337.21,29.77,50.0,41.89,16.86,30.0,10.0,20.0,150.0,20.0
Sorghum,139.0,70.0,399.0,6.75,27.14,610.84,35.0,71.67,20.0,10.0,30.0,10.0,66.85,30.0,50.96
Barley,233.61,52.68,189.29,5.92,16.47,466.2,18.33,53.93,20.0,10.0,30.0,10.0,30.71,30.0,39.77
Sorghum,237.8,16.49,398.38,7.25,36.64,378.43,28.3,50.0,51.44,30.85,30.0,10.0,20.0,150.0,20.0
Maize,93.83,22.77,118.47,6.99,17.1,1691.63,22.62,185.93,62.47,28.07,36.72,18.06,100.0,150.0,100.0
Barley,231.73,47.44,207.39,6.65,10.0,915.64,21.34,50.0,20.0,10.0,30.0,10.0,25.92,30.0,31.04
Wheat,260.63,17.27,252.12,7.06,28.2,444.42,17.31,96.88,73.57,28.91,30.0,10.0,78.8,150.0,79.49
Rice,115.09,70.0,281.37,7.12,26.36,1908.68,29.46,51.32,20.0,10.0,30.0,10.0,49.09,30.0,41.95
Cotton,268.84,55.52,241.33,6.27,15.44,742.15,21.83,77.71,20.0,10.0,30.0,10.0,61.88,30.0,54.01
Soybean,328.25,48.97,346.12,6.66,19.48,1741.73,27.77,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Soybean,148.78,34.39,313.99,7.33,22.92,1580.89,25.43,50.0,20.11,10.0,30.0,10.0,20.0,100.78,20.0
Maize,205.97,32.76,316.09,6.89,22.14,1700.01,25.74,81.41,33.82,16.65,30.0,10.0,66.36,117.7,58.72
Wheat,101.83,16.06,127.56,5.57,10.7,822.57,21.33,200.0,93.36,41.34,49.06,20.64,100.0,150.0,100.0
Barley,115.83,16.19,238.05,6.44,27.9,1691.35,14.56,69.61,41.9,12.88,30.0,10.0,57.14,150.0,56.01
Barley,222.15,46.06,184.51,6.55,10.0,1906.28,15.35,50.0,20.0,10.0,30.0,10.0,25.67,30.0,20.0
Groundnut,272.13,22.62,338.34,6.33,21.9,1794.52,31.06,50.0,40.31,17.2,30.0,10.0,20.0,150.0,20.0
Sorghum,270.93,66.5,334.99,7.66,18.01,1618.5,33.26,50.0,20.0,10.0,30.0,10.0,20.0,30.0,20.0
Rice,183.53,28.83,198.78,6.53,24.97,156.27,31.68,141.13,75.36,30.57,30.0,10.0,100.0,150.0,95.11
Maize,93.99,29.49,186.78,6.0,11.38,1125.74,25.01,200.0,84.83,35.3,30.0,11.24,100.0,150.0,100.0
Groundnut,167.87,48.77,364.75,6.18,23.0,456.2,29.99,50.0,28.21,12.18,30.0,10.0,20.0,118.07,20.0
Sorghum,277.97,19.12,331.78,6.15,18.36,1010.28,28.47,50.0,33.59,14.75,30.0,10.0,20.0,150.0,20.0
